timestamp,symbol,open,high,low,close,volume,volume_buy,volume_sell,trade_count,vwap,volatility_hv,bid_ask_spread,ob_imbalance_5,ob_wall_bid,ob_wall_ask,flow_delta_1m,flow_delta_5m,large_trade_count,bid_qty_1,bid_qty_2,bid_qty_3,ask_qty_1,ask_qty_2,ask_qty_3,bid_price_1,ask_price_1,funding_rate,funding_predicted,open_interest,oi_change_1h,long_short_ratio,implied_volatility,iv_rank,delta_exposure,put_call_ratio_vol,put_call_ratio_oi,gamma_strike_1,gamma_strike_2,gamma_strike_3,theta,vega,whale_inflow,whale_outflow,news_sentiment,social_hype_index,fear_greed_index,correlation_spx,correlation_dxy,time_hour,time_day,is_weekend
2025-12-05 07:10:08.415+00,BTCUSDT,93015.79,93621.31,90889,92444.69,0.00018,,,5150853,92436.58188201,,0.00999999999476131,-0.939411770886967,,,,,,0.02021,0.03706,0.00027,1.84486,0.00033,0.00027,92453.36,92453.37,,,250182,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:09.42+00,BTCUSDT,93015.78,93621.31,90889,92440.45,0.00055,,,5150943,92436.58195261,,0.010000000009313226,-0.9871406535853929,,,,,,0.00299,0.00108,6e-05,6.66425,0.00039,0.0025,92440.45,92440.46,,,250182,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:10.399+00,BTCUSDT,93015.79,93621.31,90889,92426.01,0.0155,,,5151546,92436.57266559,,0.010000000009313226,-0.7716862176223619,,,,,,0.27506,0.02353,0.00045,2.43156,0.00039,6e-05,92426.01,92426.02,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:11.04+00,BTCUSDT,93015.79,93621.31,90889,92426.01,0.00019,,,5151563,92436.57264113,,0.010000000009313226,0.3600597093004902,,,,,,2.86772,0.11937,0.00033,1.31022,0.00039,6e-05,92426.01,92426.02,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:12.327+00,BTCUSDT,93025.97,93621.31,90889,92426.01,0.00281,,,5151442,92436.56691781,,0.010000000009313226,0.31393844661240766,,,,,,2.8626,0.03392,0.00045,1.38373,0.00033,6e-05,92426.01,92426.02,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:13.433+00,BTCUSDT,93035.28,93621.31,90889,92426.01,0.00018,,,5151267,92436.56300365,,0.010000000009313226,0.4622971271986009,,,,,,3.21917,0.03386,0.00045,1.20558,0.00063,0.00033,92426.01,92426.02,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:14.465+00,BTCUSDT,93035.29,93621.31,90889,92425.69,0.00018,,,5151505,92436.559858,,0.010000000009313226,0.9706385823822011,,,,,,3.62825,0.0024,0.00053,0.0603,0.00081,0.00033,92418.4,92418.41,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:14.927+00,BTCUSDT,93035.41,93621.31,90889,92425.69,16344.01824,,,5151412,92436.55226227,,0.00999999999476131,0.6142811257879311,,,,,,3.5347,0.00063,0.00145,0.95365,0.00051,0.00027,92425.69,92425.7,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:17.234+00,BTCUSDT,93034.46,93621.31,90889,92425.69,0.00288,,,5151325,92436.54723097,,0.00999999999476131,0.6026755436211884,,,,,,4.5028,0.00045,0.00139,1.13773,0.00388,0.00033,92425.69,92425.7,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:18.314+00,BTCUSDT,93032.01,93621.31,90889,92425.7,0.0054,,,5151243,92436.54675441,,0.00999999999476131,0.4161063229596038,,,,,,3.6844,0.00039,0.00139,1.52448,0.00388,0.00027,92425.69,92425.7,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:19.436+00,BTCUSDT,93032,93621.31,90889,92413.68,0.00091,,,5151285,92436.54663008,,0.010000000009313226,-0.9169820677182465,,,,,,0.16914,0.00117,0.00027,3.94281,6e-05,6e-05,92413.68,92413.69,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:20.253+00,BTCUSDT,93027.32,93621.31,90889,92401.97,0.00108,,,5151632,92436.53739791,,0.00999999999476131,-0.5957998753131765,,,,,,0.8644,0.00075,6e-05,3.41662,0.00039,6e-05,92401.97,92401.98,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:21.49+00,BTCUSDT,93024.41,93621.31,90889,92401.97,0.00146,,,5151674,92436.53691757,,0.00999999999476131,-0.9256678898168595,,,,,,0.11078,0.00069,6e-05,2.89297,0.00012,0.00622,92401.97,92401.98,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:22.454+00,BTCUSDT,93030.19,93621.31,90889,92398.99,0.00266,,,5151736,92436.52390632,,0.00999999999476131,-0.952067881480366,,,,,,0.10044,0.00123,6e-05,4.01056,0.00013,6e-05,92398.99,92399,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:23.352+00,BTCUSDT,93030.19,93621.31,90889,92398.98,0.0006,,,5151769,92436.52145997,,0.010000000009313226,-0.3703285841984016,,,,,,1.66502,0.00075,6e-05,3.62482,0.00033,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:24.334+00,BTCUSDT,93030.18,93621.31,90889,92398.98,16343.61919,,,5151780,92436.52119219,,0.010000000009313226,-0.6917646850421596,,,,,,0.69515,0.00069,6e-05,3.81911,0.00058,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:26.42+00,BTCUSDT,93030.19,93621.31,90889,92398.99,6e-05,,,5151772,92436.52077216,,0.010000000009313226,-0.6448441945768058,,,,,,0.69539,0.00069,6e-05,3.83751,0.00058,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:27.432+00,BTCUSDT,93042.03,93621.31,90889,92398.99,16343.5046,,,5151605,92436.51667268,,0.010000000009313226,-0.9514811297128464,,,,,,0.10142,0.00087,6e-05,4.12905,0.0004,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:30.076+00,BTCUSDT,93045.09,93621.31,90889,92398.98,0.00083,,,5151549,92436.51224286,,0.010000000009313226,-0.5499462473351433,,,,,,1.23377,0.00081,6e-05,4.2021,0.00058,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:30.943+00,BTCUSDT,93045.08,93621.31,90889,92398.99,16343.38599,,,5151558,92436.5122384,,0.010000000009313226,-0.27295708756857906,,,,,,2.13579,0.00069,6e-05,3.74023,0.0007,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:32.252+00,BTCUSDT,93044.14,93621.31,90889,92398.99,0.00011,,,5151469,92436.50838331,,0.010000000009313226,-0.6597376736937794,,,,,,0.7849,0.00075,6e-05,3.83313,0.00058,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:33.512+00,BTCUSDT,93044.14,93621.31,90889,92398.99,0.00033,,,5151466,92436.50796781,,0.010000000009313226,-0.6635170933958764,,,,,,0.77418,0.00087,6e-05,3.83256,0.00058,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:34.434+00,BTCUSDT,93044.14,93621.31,90889,92398.99,0.00015,,,5151465,92436.50786403,,0.010000000009313226,-0.6633724829665452,,,,,,0.77418,0.00087,6e-05,3.83058,0.00058,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:34.594+00,BTCUSDT,93044.13,93621.31,90889,92398.99,16343.21096,,,5151464,92436.50538279,,0.010000000009313226,0.4200958447337072,,,,,,2.6093,0.00093,6e-05,1.06512,0.00058,6e-05,92398.98,92398.99,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:35.802+00,BTCUSDT,93044.13,93621.31,90889,92406.71,16343.39595,,,5151750,92436.50410568,,0.00999999999476131,0.9980490656200954,,,,,,4.89024,0.00579,6e-05,0.00399,0.00093,6e-05,92406.71,92406.72,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:37.439+00,BTCUSDT,93044.14,93621.31,90889,92408.45,0.00014,,,5151758,92436.5034387,,0.00999999999476131,0.9988125975522589,,,,,,6.85005,0.00053,6e-05,0.00281,0.00108,6e-05,92408.44,92408.45,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:37.834+00,BTCUSDT,93044.13,93621.31,90889,92408.47,16343.40903,,,5151944,92436.50335824,,0.00999999999476131,0.9990060192556759,,,,,,5.06688,2.12824,0.20497,0.00247,0.00099,6e-05,92408.46,92408.47,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:39.128+00,BTCUSDT,93044.13,93621.31,90889,92408.47,0.00277,,,5151942,92436.50112416,,0.00999999999476131,0.9989171657193984,,,,,,6.73175,0.27437,0.63977,0.00293,0.00111,6e-05,92408.47,92408.48,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:40.417+00,BTCUSDT,93044.13,93621.31,90889,92408.48,0.00014,,,5151978,92436.49856186,,0.00999999999476131,0.9988490674135845,,,,,,6.73699,0.27137,0.63977,0.00343,0.00087,6e-05,92408.47,92408.48,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:41.452+00,BTCUSDT,93044.13,93621.31,90889,92410.7,0.00023,,,5152047,92436.49804087,,0.00999999999476131,0.13803449948448213,,,,,,2.33263,0.00141,0.00033,1.76755,0.00045,6e-05,92410.69,92410.7,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:41.705+00,BTCUSDT,93044.13,93621.31,90889,92410.7,16343.30029,,,5152039,92436.49759314,,0.00999999999476131,0.04286704065440411,,,,,,1.86518,0.00081,0.00033,1.70972,0.00039,6e-05,92410.69,92410.7,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:43.03+00,BTCUSDT,93044.13,93621.31,90889,92410.69,0.0007,,,5152038,92436.48994778,,0.00999999999476131,-0.17250240037577108,,,,,,1.19664,0.00093,0.00027,1.69414,0.00039,6e-05,92410.69,92410.7,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:44.389+00,BTCUSDT,93044.13,93621.31,90889,92398.65,0.005,,,5152125,92436.48991299,,0.010000000009313226,-0.5732754989712889,,,,,,1.4935,0.00069,6e-05,4.04372,6e-05,0.00012,92398.65,92398.66,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:45.153+00,BTCUSDT,93044.13,93621.31,90889,92398.65,0.00108,,,5152433,92436.4848117,,0.010000000009313226,-0.9916754764184622,,,,,,0.02132,0.00106,6e-05,4.04442,6e-05,0.54391,92398.65,92398.66,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:46.565+00,BTCUSDT,93044.11,93621.31,90889,92391.88,0.00036,,,5152383,92436.48098177,,0.010000000009313226,-0.9911826322327072,,,,,,0.02254,0.00106,6e-05,4.03321,6e-05,0.54391,92398.65,92398.66,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:47.55+00,BTCUSDT,93039.33,93621.31,90889,92391.88,0.00224,,,5152263,92436.47745252,,0.010000000009313226,-0.10447386724171338,,,,,,2.81838,0.00094,0.00033,3.36847,0.10904,6e-05,92391.87,92391.88,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:48.381+00,BTCUSDT,93039.33,93621.31,90889,92391.88,0.00137,,,5152266,92436.47733216,,0.010000000009313226,-0.07255636634772264,,,,,,2.97135,0.001,0.00033,3.32896,0.1088,6e-05,92391.87,92391.88,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:49.574+00,BTCUSDT,93039.33,93621.31,90889,92391.87,0.01529,,,5152274,92436.47715343,,0.010000000009313226,-0.31603795810284874,,,,,,1.81311,0.00094,0.00033,3.36377,0.1274,6e-05,92391.87,92391.88,,,250133,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:50.225+00,BTCUSDT,93039.34,93621.31,90889,92391.88,0.00926,,,5152272,92436.47191314,,0.010000000009313226,-0.3927666915199623,,,,,,1.51751,0.001,0.00027,3.35627,0.12734,6e-05,92391.87,92391.88,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:51.312+00,BTCUSDT,93036.99,93621.31,90889,92391.88,16343.71438,,,5152139,92436.46695226,,0.010000000009313226,-0.39663929981108725,,,,,,1.51723,0.00106,0.00027,3.38787,0.12734,6e-05,92391.87,92391.88,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:53.134+00,BTCUSDT,93036.99,93621.31,90889,92391.87,7e-05,,,5152136,92436.46624054,,0.010000000009313226,-0.7229639195277303,,,,,,0.56926,0.001,0.00027,3.42151,0.12734,6e-05,92391.87,92391.88,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:54.143+00,BTCUSDT,93036.99,93621.31,90889,92391.87,8e-05,,,5152136,92436.46345051,,0.010000000009313226,-0.7242601718809698,,,,,,0.569,0.00076,0.00027,3.43775,0.12734,6e-05,92391.87,92391.88,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:55.233+00,BTCUSDT,93032.46,93621.31,90889,92391.87,0.00176,,,5151934,92436.45387679,,0.010000000009313226,-0.983904462322189,,,,,,0.0277,0.00082,0.00027,3.43587,0.12734,6e-05,92391.87,92391.88,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:56.069+00,BTCUSDT,93032.45,93621.31,90889,92384.01,6e-05,,,5151964,92436.45148016,,0.010000000009313226,-0.7568709887452331,,,,,,0.64999,0.00309,0.00027,4.71923,6e-05,6e-05,92384.01,92384.02,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:57.036+00,BTCUSDT,93032.45,93621.31,90889,92384.01,0.00265,,,5152084,92436.45049796,,0.010000000009313226,-0.5523643156868063,,,,,,1.32519,0.00309,0.00027,4.60492,6e-05,6e-05,92384.01,92384.02,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:58.384+00,BTCUSDT,93032.45,93621.31,90889,92384.02,0.00015,,,5152088,92436.45048875,,0.010000000009313226,-0.5517956290011024,,,,,,1.32606,0.00309,0.00027,4.60033,0.00013,6e-05,92384.01,92384.02,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:10:59.152+00,BTCUSDT,93032.45,93621.31,90889,92384.02,0.01,,,5152091,92436.45047454,,0.010000000009313226,-0.5983716928259863,,,,,,1.15536,0.00303,0.00027,4.60874,0.00015,6e-05,92384.01,92384.02,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:00.603+00,BTCUSDT,93030.22,93621.31,90889,92384.01,0.00143,,,5151936,92436.44455681,,0.00999999999476131,-0.9885244639544696,,,,,,0.03809,0.00123,6e-05,6.27391,0.52072,6e-05,92384,92384.01,4.837e-05,,250173,,1.7793,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:03.904+00,BTCUSDT,93025.21,93621.31,90889,92376.57,0.00018,,,5151855,92436.42547794,,0.00999999999476131,-0.12577049951143526,,,,,,3.56826,0.00111,0.00033,4.5966,0.00018,6e-05,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:04.785+00,BTCUSDT,93016.35,93621.31,90889,92376.57,16342.51307,,,5151506,92436.41693742,,0.00999999999476131,0.694510953740052,,,,,,4.29082,0.00063,0.00092,0.78311,0.00074,6e-05,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:07.431+00,BTCUSDT,93016.36,93621.31,90889,92376.58,0.00076,,,5151506,92436.41691507,,0.00999999999476131,0.7225149349517486,,,,,,4.28989,0.00069,0.00092,0.69959,0.00068,6e-05,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:08.914+00,BTCUSDT,93016.35,93621.31,90889,92376.58,0.0135,,,5151507,92436.4166543,,0.00999999999476131,0.8049374313234489,,,,,,5.27216,0.00057,0.00092,0.57528,0.00059,6e-05,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:09.923+00,BTCUSDT,93016.35,93621.31,90889,92376.58,16341.65209,,,5151493,92436.38265523,,0.00999999999476131,0.26269983877650477,,,,,,2.88328,0.00063,0.00039,1.7166,0.00012,9e-05,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:12.298+00,BTCUSDT,93016.36,93621.31,90889,92376.58,0.43005,,,5151491,92436.3825122,,0.00999999999476131,0.9574750720233794,,,,,,3.47925,0.00033,0.00039,0.07608,0.00051,0.00012,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:13.831+00,BTCUSDT,93016.36,93621.31,90889,92376.58,0.00527,,,5151523,92436.38092704,,0.00999999999476131,0.8731262957523185,,,,,,3.4748,0.00033,0.00092,0.23853,0.00051,0.00012,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:14.554+00,BTCUSDT,93016.36,93621.31,90889,92376.57,0.00216,,,5151548,92436.37702707,,0.00999999999476131,0.8746010677030236,,,,,,4.44735,0.00033,0.00092,0.30055,0.00058,0.00012,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:15.881+00,BTCUSDT,93016.35,93621.31,90889,92376.57,0.00018,,,5151544,92436.36772008,,0.00999999999476131,0.8250161552976452,,,,,,3.47236,0.00033,0.00092,0.33773,0.00051,0.00012,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:16.236+00,BTCUSDT,93013.93,93621.31,90889,92376.57,6e-05,,,5151355,92436.36506566,,0.00999999999476131,0.829043398509253,,,,,,3.47202,0.00033,0.00092,0.32918,0.00051,0.00012,92376.57,92376.58,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:17.316+00,BTCUSDT,93013.93,93621.31,90889,92390.24,0.00018,,,5151430,92436.36475475,,0.00999999999476131,0.4244135417605047,,,,,,4.44466,0.00012,0.0613,1.81924,0.00129,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:18.908+00,BTCUSDT,93007,93621.31,90889,92390.24,0.08993,,,5151344,92436.35930113,,0.00999999999476131,0.38661761750931267,,,,,,4.44914,6e-05,0.03597,1.98288,0.00087,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:19.951+00,BTCUSDT,93007,93621.31,90889,92390.24,0.00022,,,5151351,92436.35492538,,0.00999999999476131,0.3591972719789911,,,,,,4.29823,0.00012,0.03597,2.04228,0.00087,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:20.803+00,BTCUSDT,93007,93621.31,90889,92390.25,0.00077,,,5151353,92436.35249936,,0.00999999999476131,0.3664658666154432,,,,,,4.30133,0.00135,0.03591,2.01084,0.00064,0.00027,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:21.873+00,BTCUSDT,93006.99,93621.31,90889,92390.25,0.00018,,,5151344,92436.34919429,,0.00999999999476131,0.3694046512655362,,,,,,4.30163,0.00111,0.03591,1.99709,0.0007,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:22.615+00,BTCUSDT,93006.99,93621.31,90889,92390.25,0.01558,,,5151328,92436.33964555,,0.00999999999476131,0.3834626884661873,,,,,,4.31169,0.00093,0.03591,1.93712,0.0007,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:23.586+00,BTCUSDT,93007,93621.31,90889,92390.25,0.0013,,,5151328,92436.33947189,,0.00999999999476131,0.3837223729881235,,,,,,4.31169,0.00093,0.03591,1.93588,0.00076,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:24.616+00,BTCUSDT,93006.99,93621.31,90889,92390.25,0.00022,,,5151326,92436.33530211,,0.00999999999476131,0.4083908656399364,,,,,,4.3117,0.00093,0.03591,1.82575,0.00076,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:25.882+00,BTCUSDT,92963.49,93621.31,90889,92390.25,16334.78244,,,5150461,92436.10938777,,0.00999999999476131,0.4401698693008719,,,,,,4.33046,0.00081,0.03591,1.69671,0.00076,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:27.985+00,BTCUSDT,92963.49,93621.31,90889,92390.24,0.00022,,,5150461,92436.10923699,,0.00999999999476131,0.41194357467962167,,,,,,4.33666,0.00075,0.03591,1.82047,0.00082,0.00033,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:28.472+00,BTCUSDT,92974.88,93621.31,90889,92390.25,16332.48656,,,5150212,92436.03501806,,0.00999999999476131,0.6578133378112007,,,,,,4.28205,0.00027,0.06031,0.89536,0.00088,0.00027,92390.24,92390.25,,,250173,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:30.924+00,BTCUSDT,92974.89,93621.31,90889,92390.25,6e-05,,,5150206,92436.02943072,,0.00999999999476131,0.42674462441599004,,,,,,4.15355,0.00027,0.08348,1.7016,0.00094,0.00039,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:31.084+00,BTCUSDT,92974.88,93621.31,90889,92390.24,0.00062,,,5150208,92436.02925896,,0.00999999999476131,0.39668875043586393,,,,,,4.16147,0.00069,0.08295,1.83282,0.00076,0.00033,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:32.782+00,BTCUSDT,92974.89,93621.31,90889,92390.25,0.00022,,,5150203,92436.0182055,,0.00999999999476131,0.38037734956930547,,,,,,4.02665,0.00069,0.05972,1.83332,0.00088,0.00033,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:33.542+00,BTCUSDT,92974.9,93621.31,90889,92390.24,16331.6156,,,5150141,92436.00543055,,0.00999999999476131,0.22232826911230077,,,,,,2.75707,0.00063,0.05972,1.79125,0.00088,0.00033,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:34.096+00,BTCUSDT,92981.86,93621.31,90889,92390.24,16331.45038,,,5150034,92435.99988003,,0.00999999999476131,-0.07405794378060505,,,,,,2.0928,0.00087,0.00039,1.89979,0.0007,0.00039,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:35.759+00,BTCUSDT,92969.05,93621.31,90889,92390.24,16326.41059,,,5149793,92435.83488579,,0.00999999999476131,0.02233356815356766,,,,,,2.12473,0.00081,0.00033,1.86068,0.0007,0.00039,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:36.839+00,BTCUSDT,92969.05,93621.31,90889,92390.24,16326.41269,,,5149784,92435.83482568,,0.00999999999476131,0.1546633620207636,,,,,,2.47864,0.00063,0.00033,1.67953,0.0007,0.00039,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:38.032+00,BTCUSDT,92969.06,93621.31,90889,92390.24,0.0005,,,5149802,92435.83460682,,0.00999999999476131,0.18026795794639536,,,,,,2.66178,0.00063,0.00033,1.71167,0.0007,0.00039,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:38.499+00,BTCUSDT,92969.05,93621.31,90889,92390.24,16326.43516,,,5149802,92435.83457291,,0.00999999999476131,0.20719133400093231,,,,,,2.6553,0.00063,0.00033,1.60483,0.00076,0.00039,92390.24,92390.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:39.998+00,BTCUSDT,92969.06,93621.31,90889,92389.44,16329.02506,,,5149956,92435.82578939,,0.00999999999476131,-0.9979901076109849,,,,,,0.00321,0.00186,0.00108,3.91844,6e-05,2.20634,92389.97,92389.98,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:40.778+00,BTCUSDT,92969.06,93621.31,90889,92379.24,16329.20163,,,5150364,92435.82501957,,0.00999999999476131,-0.9961603003498394,,,,,,0.00485,0.00141,0.00033,3.43862,0.05006,0.01895,92379.24,92379.25,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:41.76+00,BTCUSDT,92969.05,93621.31,90889,92374.9,16329.06598,,,5150483,92435.81806819,,0.010000000009313226,0.1732041100482171,,,,,,3.56218,0.00099,0.00033,2.51483,0.00012,0.05012,92374.9,92374.91,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:42.783+00,BTCUSDT,92969.05,93621.31,90889,92374.91,16327.98982,,,5150398,92435.78067686,,0.010000000009313226,0.23678893997831815,,,,,,3.72672,0.0011,0.00033,2.24098,0.00073,0.00012,92374.9,92374.91,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:44.583+00,BTCUSDT,92969.05,93621.31,90889,92374.9,16327.86855,,,5150395,92435.77662702,,0.010000000009313226,0.06471845899745667,,,,,,2.54888,0.0011,0.00033,2.20072,0.00067,0.00012,92374.9,92374.91,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:45.206+00,BTCUSDT,92969.06,93621.31,90889,92374.91,16327.81235,,,5150365,92435.77475182,,0.010000000009313226,0.07274485564269136,,,,,,2.71177,0.00116,0.00033,2.20579,0.00073,0.00012,92374.9,92374.91,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
2025-12-05 07:11:46.797+00,BTCUSDT,92969.06,93621.31,90889,92374.91,16327.55292,,,5150360,92435.76608447,,0.010000000009313226,-0.013474389334025403,,,,,,2.22793,0.00087,0.12766,2.29396,0.00043,0.00012,92374.9,92374.91,,,250103,,,,,,,,,,,,,0,,0,0.11193934,28,,,,,
